TOC/Third Party Description,Location Description,Location Code,TOC/Third Party Code,Current Business Name,Retail Channel,Whitelabel
NORTHERN - WEST,PRESTON (NR) SST,3079,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,PRUDHOE SST,6286,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,RAINFORD SST,2330,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,RAINHILL,2296,HD,NORTHERN - WEST,Ticket Office,N/A
NORTHERN - WEST,RAINHILL SST,8382,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,RAMSGREAVE & WILPSHIRE SST,2331,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,RAVENGLASS FOR ESKDALE SST,2333,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,REDCAR CENTRAL,7950,HD,NORTHERN - WEST,Ticket Office,N/A
NORTHERN - WEST,REDCAR CENTRAL SST,6288,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,REDCAR EAST SST,6746,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,REDDISH NORTH,2979,HD,NORTHERN - WEST,Ticket Office,N/A
NORTHERN - WEST,REDDISH NORTH SST,2400,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,RIDING MILL SST,2426,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,RISHTON SST,8973,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,ROBY,2261,HD,NORTHERN - WEST,Ticket Office,N/A
NORTHERN - WEST,ROBY SST,8370,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,ROCHDALE,2924,HD,NORTHERN - WEST,Ticket Office,N/A
NORTHERN - WEST,ROCHDALE SST,6290,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,ROMILEY,2833,HD,NORTHERN - WEST,Ticket Office,N/A
NORTHERN - WEST,ROMILEY SST,6748,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,ROOSE SST,2827,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,ROSE GROVE SST,7866,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,ROSE HILL (MARPLE),2873,HD,NORTHERN - WEST,Ticket Office,N/A
NORTHERN - WEST,ROSE HILL (MARPLE) SST,3011,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,ROTHERHAM CENTRAL,6676,HD,NORTHERN - WEST,Ticket Office,N/A
NORTHERN - WEST,ROTHERHAM CTL SST,4239,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,RUFFORD SST,3023,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,RUSWARP SST,3080,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,RYDER BROW SST,3083,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,SALFORD,2798,HD,NORTHERN - WEST,Ticket Office,N/A
NORTHERN - WEST,SALFORD CENTRAL SST,8981,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,SALFORD CRESCENT,2794,HD,NORTHERN - WEST,Ticket Office,N/A
NORTHERN - WEST,SALFORD CRESCENT SST,7418,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,SALTAIRE SST,2993,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,SALTBURN SST,6749,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,SALTMARSHE SST,3257,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,SANDAL & AGBRIGG SST,6750,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,SANDBACH,1261,HD,NORTHERN - WEST,Ticket Office,N/A
NORTHERN - WEST,SANDBACH SST,8756,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,SANKEY FOR PENKETH,2388,HD,NORTHERN - WEST,Ticket Office,N/A
NORTHERN - WEST,SANKEY FOR PENKETH SST,8380,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,SCARBOROUGH (NR) OTS,3461,HD,NORTHERN - WEST,TOC Handheld,N/A
NORTHERN - WEST,SEAHAM SST,6751,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,SEASCALE SST,3085,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,SEATON CAREW SST,3102,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,SELLAFIELD SST,3103,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,SETTLE,2107,HD,NORTHERN - WEST,Ticket Office,N/A
NORTHERN - WEST,SETTLE SST,6752,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,SHEFFIELD (NR) OTS,3723,HD,NORTHERN - WEST,TOC Handheld,N/A
NORTHERN - WEST,SHEFFIELD (NR) RP,3242,HD,NORTHERN - WEST,TOC Handheld,N/A
NORTHERN - WEST,SHEFFIELD NR SST,3022,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,SHEPLEY SST,8987,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,SHERBURN-IN-ELMET SST,3105,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,SHILDON SST,3106,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,SHIPLEY,8347,HD,NORTHERN - WEST,Ticket Office,N/A
NORTHERN - WEST,SHIPLEY SST,3038,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,SHIREOAKS SST,3255,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,SILECROFT SST,3256,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,SILKSTONE COMMON SST,8975,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,SILVERDALE SST,3261,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,SKIPTON,2728,HD,NORTHERN - WEST,Ticket Office,N/A
NORTHERN - WEST,SKIPTON OTS,3477,HD,NORTHERN - WEST,TOC Handheld,N/A
NORTHERN - WEST,SKIPTON RP,3253,HD,NORTHERN - WEST,TOC Handheld,N/A
NORTHERN - WEST,SKIPTON SST,3039,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,SLAITHWAITE SST,6753,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,SLEIGHTS SST,3604,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,SMITHY BRIDGE SST,6736,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,SOUTH ELMSALL SST,6754,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,SOUTH MILFORD SST,3622,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,SOWERBY BRIDGE SST,6755,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,SQUIRES GATE SST,3625,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,ST ANNES-ON-THE-SEA,2672,HD,NORTHERN - WEST,Ticket Office,N/A
NORTHERN - WEST,ST ANNES-ON-THE-SEA SST,3626,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,ST BEES SST,6014,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,ST HELENS CENTRAL,2341,HD,NORTHERN - WEST,Ticket Office,N/A
NORTHERN - WEST,ST HELENS CENTRAL SST,6756,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,ST HELENS JUNCTION,2340,HD,NORTHERN - WEST,Ticket Office,N/A
NORTHERN - WEST,ST HELENS JUNCTION SST,6291,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,STARBECK SST,6759,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,STAVELEY (CUMBRIA) SST,3641,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,STEETON & SILSDEN SST,6292,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,STM BLACKPOOL RP,2500,HD,NORTHERN - WEST,TOC Handheld,N/A
NORTHERN - WEST,STM MANCHESTER PICC RP,2442,HD,NORTHERN - WEST,TOC Handheld,N/A
NORTHERN - WEST,STM MANCHESTER VIC RP,9209,HD,NORTHERN - WEST,TOC Handheld,N/A
NORTHERN - WEST,STM WIGAN RP,7167,HD,NORTHERN - WEST,TOC Handheld,N/A
NORTHERN - WEST,STOCKPORT (NR) SST,3108,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,STOCKSFIELD SST,3648,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,STOCKSMOOR SST,8988,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,STOCKTON SST,3651,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,STREETHOUSE SST,3655,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,STRINES SST,3656,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,STYAL SST,8978,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,SUNDERLAND,7640,HD,NORTHERN - WEST,Ticket Office,N/A
NORTHERN - WEST,SUNDERLAND SST,6296,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,SWINTON,6686,HD,NORTHERN - WEST,Ticket Office,N/A
NORTHERN - WEST,SWINTON (GREATER MANCHESTER),2800,HD,NORTHERN - WEST,Ticket Office,N/A
NORTHERN - WEST,SWINTON (SOUTH YORKSHIRE) SST,4238,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,SWINTON SST,3657,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,THATTO HEATH,2264,HD,NORTHERN - WEST,Ticket Office,N/A
NORTHERN - WEST,THATTO HEATH SST,8371,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,THORNE NORTH,6530,HD,NORTHERN - WEST,Ticket Office,N/A
NORTHERN - WEST,THORNE NORTH SST,3662,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,THORNE SOUTH SST,3664,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,THURNSCOE SST,8427,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,TODMORDEN,2677,HD,NORTHERN - WEST,Ticket Office,N/A
NORTHERN - WEST,TODMORDEN SST,6298,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,TRAFFORD PARK SST,8979,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,TRAINLINE B5.1 TOC TELESALES,4894,HD,NORTHERN - WEST,TOC Contact Centre,TOC
NORTHERN - WEST,TRAINLINE E25.1 TOC INT NOR,8064,HD,NORTHERN - WEST,TOC Web,TOC
NORTHERN - WEST,TRAINLINE E26.1 TOC INT NOR,8065,HD,NORTHERN - WEST,TOC App,TOC
NORTHERN - WEST,TRAINLINE E27.1 TOC INT AEA,8206,HD,NORTHERN - WEST,TOC Web,TOC
NORTHERN - WEST,TRAINLINE SEASONS BH,4651,HD,NORTHERN - WEST,TOC Web,TOC
NORTHERN - WEST,TRAINLINE SEASONS BHV,8103,HD,NORTHERN - WEST,TOC Web,TOC
NORTHERN - WEST,ULLESKELF SST,3363,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,ULVERSTON,2010,HD,NORTHERN - WEST,Ticket Office,N/A
NORTHERN - WEST,ULVERSTON SST,2379,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,UPHOLLAND SST,3682,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,URMSTON,2938,HD,NORTHERN - WEST,Ticket Office,N/A
NORTHERN - WEST,URMSTON SST,8428,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,WAKEFIELD KIRKGATE SST,7999,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,WALKDEN,2612,HD,NORTHERN - WEST,Ticket Office,N/A
NORTHERN - WEST,WALKDEN SST,6644,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,WALSDEN SST,8433,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,WARRINGTON CENTRAL,2390,HD,NORTHERN - WEST,Ticket Office,N/A
NORTHERN - WEST,WARRINGTON CENTRAL SST,2369,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,WARRINGTON WEST,6583,HD,NORTHERN - WEST,Ticket Office,N/A
NORTHERN - WEST,WARRINGTON WEST SST,6023,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,WAVERTREE TECHNOLOGY PARK,8589,HD,NORTHERN - WEST,Ticket Office,N/A
NORTHERN - WEST,WAVERTREE TECHNOLOGY PARK SST,8372,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,WEETON SST,8980,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,WEST ALLERTON,2266,HD,NORTHERN - WEST,Ticket Office,N/A
NORTHERN - WEST,WEST ALLERTON SST,8376,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,WESTHOUGHTON SST,6760,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,WETHERAL SST,3684,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,WHALEY BRIDGE,2772,HD,NORTHERN - WEST,Ticket Office,N/A
NORTHERN - WEST,WHALEY BRIDGE SST,3685,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,WHALLEY (LANCS) SST,3688,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,WHISTON,2161,HD,NORTHERN - WEST,Ticket Office,N/A
NORTHERN - WEST,WHISTON SST,3708,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,WHITBY,8184,HD,NORTHERN - WEST,Ticket Office,N/A
NORTHERN - WEST,WHITBY SST,3745,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,WHITEHAVEN,2048,HD,NORTHERN - WEST,Ticket Office,N/A
NORTHERN - WEST,WHITEHAVEN SST,6761,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,WIDDRINGTON SST,4003,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,WIDNES,2391,HD,NORTHERN - WEST,Ticket Office,N/A
NORTHERN - WEST,WIDNES SST,6764,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,WIGAN WALLGATE,2406,HD,NORTHERN - WEST,Ticket Office,N/A
NORTHERN - WEST,WIGAN WALLGATE OTS,3551,HD,NORTHERN - WEST,TOC Handheld,N/A
NORTHERN - WEST,WIGAN WALLGATE SST,3064,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,WIGTON SST,4071,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,WILMSLOW,2774,HD,NORTHERN - WEST,Ticket Office,N/A
NORTHERN - WEST,WILMSLOW SST,6766,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,WINDERMERE,1978,HD,NORTHERN - WEST,Ticket Office,N/A
NORTHERN - WEST,WINDERMERE SST,2371,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,WOMBWELL SST,6767,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,WOODHOUSE SST,4072,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,WOODLESFORD SST,6768,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,WOODLEY SST,4281,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,WOODSMOOR,2773,HD,NORTHERN - WEST,Ticket Office,N/A
NORTHERN - WEST,WOODSMOOR SST,4351,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,WORKINGTON,2040,HD,NORTHERN - WEST,Ticket Office,N/A
NORTHERN - WEST,WORKINGTON OTS,3455,HD,NORTHERN - WEST,TOC Handheld,N/A
NORTHERN - WEST,WORKINGTON REV PROTECTION,4229,HD,NORTHERN - WEST,TOC Handheld,N/A
NORTHERN - WEST,WORKINGTON SST,4352,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,WORKSOP,6574,HD,NORTHERN - WEST,Ticket Office,N/A
NORTHERN - WEST,WORKSOP SST,6769,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,WYLAM SST,4359,HD,NORTHERN - WEST,TVM,N/A
NORTHERN - WEST,YORK (NR) OTS,3589,HD,NORTHERN - WEST,TOC Handheld,N/A
NXEC TELESALES,NX SERVICES B,8958,JG,NXEC TELESALES,TOC Contact Centre,N/A
NXEC TELESALES,NX SERVICES C,8532,JG,NXEC TELESALES,TOC Contact Centre,N/A
NXEC TELESALES,NX SERVICES GX,7092,JG,NXEC TELESALES,TOC Contact Centre,N/A
NXEC TELESALES,NX SERVICES NEWCASTLE,7878,JG,NXEC TELESALES,TOC Contact Centre,N/A
NXEC TELESALES,NX SERVICES T,5803,JG,NXEC TELESALES,TOC Contact Centre,N/A
ON TRACK RETAIL LTD,ON TRACK WHITE LABEL,4401,KM,ON TRACK RETAIL LTD,Third Party Web,N/A
PORTMAN TRAVEL,PORTMAN ABERDEEN,6516,KB,PORTMAN TRAVEL,TMC,N/A
PORTMAN TRAVEL,PORTMAN BIRMINGHAM,6517,KB,PORTMAN TRAVEL,TMC,N/A
PORTMAN TRAVEL,PORTMAN CANNON STREET,6518,KB,PORTMAN TRAVEL,TMC,N/A
PORTMAN TRAVEL,PORTMAN CARDIFF,6519,KB,PORTMAN TRAVEL,TMC,N/A
PORTMAN TRAVEL,PORTMAN CHERTSEY,6520,KB,PORTMAN TRAVEL,TMC,N/A
PORTMAN TRAVEL,PORTMAN DOCKS,6521,KB,PORTMAN TRAVEL,TMC,N/A
PORTMAN TRAVEL,PORTMAN EAST KILBRIDE,6522,KB,PORTMAN TRAVEL,TMC,N/A
PORTMAN TRAVEL,PORTMAN EDINBURGH,6525,KB,PORTMAN TRAVEL,TMC,N/A
PORTMAN TRAVEL,PORTMAN GLASGOW,6529,KB,PORTMAN TRAVEL,TMC,N/A
PORTMAN TRAVEL,PORTMAN MANCHESTER,6533,KB,PORTMAN TRAVEL,TMC,N/A
PORTMAN TRAVEL,PORTMAN NEWCASTLE,6534,KB,PORTMAN TRAVEL,TMC,N/A
PORTMAN TRAVEL,PORTMAN NORTHAMPTON,6538,KB,PORTMAN TRAVEL,TMC,N/A
RAIL EUROPE 4A,LOCO2 - 4,8150,JM,RAIL EUROPE 4A,International,N/A
RAIL EUROPE 4A,RAIL EUROPE,8661,JM,RAIL EUROPE 4A,Third Party Web,N/A
RAIL EUROPE 4A,RAIL EUROPE 4A,4985,JM,RAIL EUROPE 4A,International,N/A
RAIL EUROPE INC,LOCO2 - 3,8149,JJ,RAIL EUROPE INC,International,N/A
RAIL EUROPE INC,RAIL EUROPE INC,4984,JJ,RAIL EUROPE INC,International,N/A
RAIL STAFF TRAVEL LIMITED,RAIL STAFF TRAVEL,9226,KV,RAIL STAFF TRAVEL LIMITED,Other,N/A
RED FUNNEL,RED FUNNEL EAST COWES,4420,JE,RED FUNNEL,TMC,N/A
RED FUNNEL,RED FUNNEL TERMINAL TWO,4443,JE,RED FUNNEL,TMC,N/A
RED FUNNEL,RED FUNNEL WEST COWES,4423,JE,RED FUNNEL,TMC,N/A
REDSPOTTEDHANKY,ATOS ONLINE 1,6158,JO,REDSPOTTEDHANKY,Third Party Web,N/A
REDSPOTTEDHANKY,ATOS ONLINE 5,6163,JO,REDSPOTTEDHANKY,Third Party Web,N/A
REDSPOTTEDHANKY,ATOS ONLINE 6,6164,JO,REDSPOTTEDHANKY,Third Party Web,N/A
REDSPOTTEDHANKY,ATOS ONLINE RSH MOBILE APP,6160,JO,REDSPOTTEDHANKY,Third Party App,N/A
REDSPOTTEDHANKY,ATOS ONLINE RSH TELESALES,6990,JO,REDSPOTTEDHANKY,Third Party Contact Centre,N/A
REDSPOTTEDHANKY,O2 TRAIN TRAVEL,6989,JO,REDSPOTTEDHANKY,Third Party Corporate,N/A
REDSPOTTEDHANKY,OLYMPIC RETAILER,6162,JO,REDSPOTTEDHANKY,Third Party Web,N/A
REDSPOTTEDHANKY,RSH CORP/TMC,6161,JO,REDSPOTTEDHANKY,TMC,N/A
RSTL HQ INPUT,RSTL HQ INPUT,222,AQ,RSTL HQ INPUT,Other,N/A
SCOTRAIL,Aberdeen,8976,HA,SCOTRAIL,Ticket Office,N/A
SCOTRAIL,ABERDEEN GATELINE,2914,HA,SCOTRAIL,TOC Handheld,N/A
SCOTRAIL,ABERDEEN OTS,1806,HA,SCOTRAIL,TOC Handheld,N/A
SCOTRAIL,ABERDEEN SST,9884,HA,SCOTRAIL,TVM,N/A
SCOTRAIL,Aberdour,9090,HA,SCOTRAIL,Ticket Office,N/A
SCOTRAIL,ABERDOUR SST,3893,HA,SCOTRAIL,TVM,N/A
SCOTRAIL,AIRBLES SST,5938,HA,SCOTRAIL,TVM,N/A
SCOTRAIL,Airdrie,9759,HA,SCOTRAIL,Ticket Office,N/A
SCOTRAIL,AIRDRIE OTS,1807,HA,SCOTRAIL,TOC Handheld,N/A
SCOTRAIL,AIRDRIE SST,3396,HA,SCOTRAIL,TVM,N/A
SCOTRAIL,ALEXANDRA PARADE SST,8223,HA,SCOTRAIL,TVM,N/A
SCOTRAIL,Alexandria,9861,HA,SCOTRAIL,Ticket Office,N/A
SCOTRAIL,ALEXANDRIA SST,8020,HA,SCOTRAIL,TVM,N/A
SCOTRAIL,ALLOA SST,3402,HA,SCOTRAIL,TVM,N/A
SCOTRAIL,Anderston,9965,HA,SCOTRAIL,Ticket Office,N/A
SCOTRAIL,ANDERSTON SST,6624,HA,SCOTRAIL,TVM,N/A
SCOTRAIL,Anniesland Glasgow,9972,HA,SCOTRAIL,Ticket Office,N/A
SCOTRAIL,ANNIESLAND SST,9068,HA,SCOTRAIL,TVM,N/A
SCOTRAIL,Arbroath,9079,HA,SCOTRAIL,Ticket Office,N/A
SCOTRAIL,ARBROATH SST,3397,HA,SCOTRAIL,TVM,N/A
SCOTRAIL,ARDROSSAN SB SST,8021,HA,SCOTRAIL,TVM,N/A
SCOTRAIL,Ardrossan South Bch,9569,HA,SCOTRAIL,Ticket Office,N/A
SCOTRAIL,Argyle Street,9961,HA,SCOTRAIL,Ticket Office,N/A
SCOTRAIL,ARGYLE STREET SST,6623,HA,SCOTRAIL,TVM,N/A
SCOTRAIL,ARMADALE SST,5970,HA,SCOTRAIL,TVM,N/A
SCOTRAIL,Aviemore,8610,HA,SCOTRAIL,Ticket Office,N/A
SCOTRAIL,AVIEMORE SST,3894,HA,SCOTRAIL,TVM,N/A
SCOTRAIL,Ayr,9463,HA,SCOTRAIL,Ticket Office,N/A
SCOTRAIL,AYR OTS,1810,HA,SCOTRAIL,TOC Handheld,N/A
SCOTRAIL,AYR SST,3222,HA,SCOTRAIL,TVM,N/A
SCOTRAIL,BAILLIESTON SST,8022,HA,SCOTRAIL,TVM,N/A
SCOTRAIL,Balloch,9862,HA,SCOTRAIL,Ticket Office,N/A
SCOTRAIL,BALLOCH CENTRAL SST,3735,HA,SCOTRAIL,TVM,N/A
SCOTRAIL,BARASSIE SST,3902,HA,SCOTRAIL,TVM,N/A
SCOTRAIL,BARGEDDIE SST,5937,HA,SCOTRAIL,TVM,N/A
SCOTRAIL,Barrhead,9674,HA,SCOTRAIL,Ticket Office,N/A
SCOTRAIL,BARRHEAD SST,2628,HA,SCOTRAIL,TVM,N/A
SCOTRAIL,BARRHILL,9467,HA,SCOTRAIL,Ticket Office,N/A
SCOTRAIL,BATHGATE,9311,HA,SCOTRAIL,Ticket Office,N/A
SCOTRAIL,BATHGATE OTS,6180,HA,SCOTRAIL,TOC Handheld,N/A
SCOTRAIL,BATHGATE SST,9672,HA,SCOTRAIL,TVM,N/A
SCOTRAIL,Bearsden,9966,HA,SCOTRAIL,Ticket Office,N/A
SCOTRAIL,BEARSDEN SST,3736,HA,SCOTRAIL,TVM,N/A
SCOTRAIL,BELLGROVE,6816,HA,SCOTRAIL,TVM,N/A
SCOTRAIL,Bellshill,9714,HA,SCOTRAIL,Ticket Office,N/A
SCOTRAIL,BELLSHILL SST,6817,HA,SCOTRAIL,TVM,N/A
SCOTRAIL,Bishopbriggs,9940,HA,SCOTRAIL,Ticket Office,N/A
SCOTRAIL,BISHOPBRIGGS SST,3398,HA,SCOTRAIL,TVM,N/A
SCOTRAIL,Bishopton,9620,HA,SCOTRAIL,Ticket Office,N/A
SCOTRAIL,BISHOPTON SST,8027,HA,SCOTRAIL,TVM,N/A
SCOTRAIL,BLACKRIDGE SST,6181,HA,SCOTRAIL,TVM,N/A
SCOTRAIL,Blairhill,9760,HA,SCOTRAIL,Ticket Office,N/A
SCOTRAIL,BLAIRHILL COATBRIDGE SST,8029,HA,SCOTRAIL,TVM,N/A
SCOTRAIL,Blantyre,9716,HA,SCOTRAIL,Ticket Office,N/A
SCOTRAIL,BLANTYRE SST,8030,HA,SCOTRAIL,TVM,N/A
SCOTRAIL,BRIDGE OF ALLAN SST,3737,HA,SCOTRAIL,TVM,N/A
SCOTRAIL,Bridgeton,9789,HA,SCOTRAIL,Ticket Office,N/A
SCOTRAIL,BRIDGETON SST,8037,HA,SCOTRAIL,TVM,N/A
SCOTRAIL,BRUNSTANE SST,3739,HA,SCOTRAIL,TVM,N/A
SCOTRAIL,Burnside,9767,HA,SCOTRAIL,Ticket Office,N/A
SCOTRAIL,BURNSIDE SST,6822,HA,SCOTRAIL,TVM,N/A
SCOTRAIL,Burntisland,9107,HA,SCOTRAIL,Ticket Office,N/A
SCOTRAIL,BURNTISLAND SST,3903,HA,SCOTRAIL,TVM,N/A
SCOTRAIL,BUSBY SST,3740,HA,SCOTRAIL,TVM,N/A
SCOTRAIL,CALDERCRUIX SST,5969,HA,SCOTRAIL,TVM,N/A
SCOTRAIL,Cambuslang,9768,HA,SCOTRAIL,Ticket Office,N/A
SCOTRAIL,CAMBUSLANG SST,3910,HA,SCOTRAIL,TVM,N/A
SCOTRAIL,CAMELON SST,3742,HA,SCOTRAIL,TVM,N/A
SCOTRAIL,Cardonald,9624,HA,SCOTRAIL,Ticket Office,N/A
SCOTRAIL,CARDONALD SST,8267,HA,SCOTRAIL,TVM,N/A
SCOTRAIL,Cardross,9969,HA,SCOTRAIL,Ticket Office,N/A
SCOTRAIL,Carluke,9702,HA,SCOTRAIL,Ticket Office,N/A
SCOTRAIL,CARLUKE SST,5993,HA,SCOTRAIL,TVM,N/A
SCOTRAIL,CARNOUSTIE SST,3770,HA,SCOTRAIL,TVM,N/A
SCOTRAIL,CARNTYNE,6825,HA,SCOTRAIL,TVM,N/A
SCOTRAIL,Carstairs,9704,HA,SCOTRAIL,Ticket Office,N/A
SCOTRAIL,Cartsdyke,9680,HA,SCOTRAIL,Ticket Office,N/A
SCOTRAIL,Cathcart,9795,HA,SCOTRAIL,Ticket Office,N/A
SCOTRAIL,CATHCART SST,3912,HA,SCOTRAIL,TVM,N/A
SCOTRAIL,Charing Cross (Glasgow),9911,HA,SCOTRAIL,Ticket Office,N/A
SCOTRAIL,CHARING CROSS (GLASGOW) SST,3743,HA,SCOTRAIL,TVM,N/A
SCOTRAIL,CHEQUE REFUNDS EDINBURGH RA,214,HA,SCOTRAIL,TOC Other,N/A
SCOTRAIL,CHEQUE REFUNDS SCOTRAIL TOU HA,224,HA,SCOTRAIL,TOC Other,N/A
SCOTRAIL,Clarkston,9792,HA,SCOTRAIL,Ticket Office,N/A
SCOTRAIL,CLARKSTON SST,3399,HA,SCOTRAIL,TVM,N/A
SCOTRAIL,Clydebank,9855,HA,SCOTRAIL,Ticket Office,N/A
SCOTRAIL,CLYDEBANK SST,8270,HA,SCOTRAIL,TVM,N/A
SCOTRAIL,Coatbridge Sunnyside,9752,HA,SCOTRAIL,Ticket Office,N/A
